condition_id,car_id,entry_date,entry_type,description,cost,reported_by,is_repaired,repair_date,notes,created_at,updated_at
369,87,2025-04-05,Damage,Interior Stain,348.19,System,True,2025-04-12,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
370,88,2024-10-18,Maintenance,Tire Replacement,406.2,Employee,True,2024-10-19,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
371,88,2025-11-18,Maintenance,Tire Replacement,745.08,Employee,True,2025-11-26,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
372,89,2023-11-24,Damage,Dent,631.59,Employee,True,2023-11-28,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
373,89,2024-02-11,Maintenance,Engine Repair,4567.63,System,True,2024-02-20,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
374,89,2023-09-19,Damage,Headlight Broken,812.98,Customer,True,2023-09-21,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
375,89,2023-12-12,Maintenance,Battery Replacement,367.21,Customer,True,2023-12-20,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
376,89,2025-12-20,Maintenance,Brake Service,460.23,Customer,True,2025-12-28,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
377,89,2023-05-04,Maintenance,Oil Change,199.85,System,True,2023-05-07,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
378,89,2023-07-17,Maintenance,Battery Replacement,417.67,Employee,True,2023-07-30,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
379,89,2025-11-06,Maintenance,Tire Replacement,1194.22,System,True,2025-11-12,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
380,90,2024-01-05,Maintenance,Suspension Repair,2292.02,Employee,True,2024-01-11,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
381,90,2025-03-18,Damage,Scratch,144.64,System,False,,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
382,90,2025-09-19,Damage,Tire Damage,243.55,System,False,,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
383,90,2025-05-07,Damage,Dent,583.77,System,True,2025-05-10,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
384,90,2025-12-10,Maintenance,Suspension Repair,2758.82,System,True,2025-12-15,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
385,91,2024-11-12,Damage,No Damage,0.0,Customer,True,2024-11-23,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
386,91,2024-09-13,Maintenance,Tire Replacement,1108.45,System,True,2024-09-14,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
387,91,2023-06-16,Damage,Dent,561.27,Customer,True,2023-06-26,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
388,92,2023-06-09,Damage,Bumper Damage,1107.81,Customer,False,,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
389,92,2024-04-05,Damage,Scratch,294.21,System,False,,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
390,92,2025-05-28,Maintenance,Suspension Repair,1957.89,Customer,True,2025-06-11,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
391,92,2023-01-10,Maintenance,Suspension Repair,2870.93,Customer,True,2023-01-15,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
392,92,2023-05-14,Damage,Interior Stain,212.19,System,True,2023-05-15,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
393,92,2023-04-20,Damage,Broken Window,1100.07,Customer,False,,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
394,92,2025-09-05,Maintenance,Oil Change,1455.9546322546844,System,True,2025-09-08,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
395,92,2023-04-28,Damage,Headlight Broken,660.16,Employee,False,,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
396,93,2025-11-24,Maintenance,Brake Service,414.3,Customer,True,2025-11-26,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
397,93,2023-07-13,Maintenance,Battery Replacement,423.92,System,True,2023-07-20,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
398,93,2023-05-09,Damage,Scratch,239.56,Employee,False,,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
399,94,2023-02-17,Damage,Dent,722.95,Customer,True,2023-02-26,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
400,94,2023-08-03,Maintenance,Brake Service,629.35,Employee,True,2023-08-05,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
401,94,2025-10-13,Maintenance,Engine Repair,2593.32,System,True,2025-10-22,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
402,94,2025-06-26,Damage,Tire Damage,381.01,Employee,True,2025-07-02,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
403,94,2024-10-27,Maintenance,Transmission Service,6182.23,Customer,True,2024-11-10,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
404,94,2024-03-14,Maintenance,Regular Maintenance,224.66,Employee,True,2024-03-24,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
405,94,2024-03-23,Damage,Interior Stain,404.76,Customer,False,,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
406,94,2023-04-11,Maintenance,Regular Maintenance,384.78,System,True,2023-04-25,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
407,95,2025-10-14,Damage,Interior Stain,103.1,Customer,False,,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
408,95,2025-10-18,Damage,Interior Stain,472.96,Employee,True,2025-10-29,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
409,95,2025-01-11,Damage,Broken Window,861.83,Customer,False,,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
410,95,2023-09-28,Damage,Bumper Damage,1751.41,Customer,False,,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
411,95,2023-08-19,Damage,Bumper Damage,1144.47,Customer,False,,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
412,95,2024-01-16,Maintenance,Oil Change,115.88,Employee,True,2024-01-28,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
413,95,2025-02-27,Damage,Mirror Damage,505.12,Customer,True,2025-03-12,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
414,95,2023-04-05,Maintenance,Battery Replacement,355.95,Employee,True,2023-04-17,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
415,96,2024-06-17,Damage,Bumper Damage,505.71,System,True,2024-06-25,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
416,96,2024-11-03,Damage,Bumper Damage,635.7,System,False,,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
417,96,2024-01-13,Damage,Tire Damage,286.97,Customer,False,,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
418,96,2025-09-01,Maintenance,Suspension Repair,1413.7,Customer,True,2025-09-07,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
419,96,2024-11-28,Damage,Broken Window,455.07,Customer,False,,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
420,97,2023-07-11,Maintenance,Regular Maintenance,532.92,System,True,2023-07-21,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
421,98,2023-06-04,Damage,Bumper Damage,861.35,Employee,True,2023-06-11,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
422,98,2023-06-14,Damage,Bumper Damage,739.41,Employee,True,2023-06-16,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
423,99,2024-01-23,Maintenance,Tire Replacement,427.02,System,True,2024-01-27,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
424,99,2024-10-21,Maintenance,Transmission Service,2860.09,System,True,2024-10-25,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
425,99,2025-11-25,Damage,Bumper Damage,865.22,Customer,True,2025-12-02,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
426,99,2023-10-08,Damage,Dent,272.96,Employee,False,,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
427,100,2025-07-26,Damage,Broken Window,360.75,Customer,True,2025-08-02,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
428,100,2025-11-08,Maintenance,Brake Service,764.82,System,True,2025-11-13,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
429,101,2025-12-28,Maintenance,Transmission Service,6375.35,Customer,True,2025-12-30,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
430,102,2023-01-01,Maintenance,Brake Service,480.03,System,True,2023-01-12,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
431,102,2023-12-22,Maintenance,Brake Service,674.55,System,True,2023-12-30,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
432,102,2023-04-09,Damage,Headlight Broken,931.81,Customer,True,2023-04-17,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
433,103,2025-12-23,Damage,No Damage,0.0,Employee,True,2025-12-26,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
434,103,2023-08-17,Maintenance,Tire Replacement,981.42,Employee,True,2023-08-22,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
435,103,2024-02-21,Damage,Dent,654.29,System,False,,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
436,103,2023-12-12,Maintenance,Brake Service,525.52,Customer,True,2023-12-18,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
437,103,2023-05-15,Damage,Broken Window,748.63,Employee,True,2023-05-16,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
438,103,2024-05-10,Maintenance,AC Service,417.8,Customer,True,2024-05-12,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
439,103,2025-12-17,Damage,Mirror Damage,900.68,Customer,True,2025-12-24,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
440,103,2024-10-15,Damage,No Damage,0.0,System,True,2024-10-17,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
441,104,2025-06-16,Maintenance,AC Service,420.97,Employee,True,2025-06-29,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
442,104,2024-09-12,Maintenance,Regular Maintenance,264.77,System,True,2024-09-25,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
443,104,2023-10-09,Damage,Broken Window,1100.6,Employee,True,2023-10-22,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
444,104,2023-10-27,Maintenance,AC Service,660.31,System,True,2023-11-01,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
445,104,2025-05-20,Damage,Headlight Broken,443.26,System,False,,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
446,105,2023-10-05,Maintenance,AC Service,1145.7,Customer,True,2023-10-10,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
447,105,2024-03-24,Maintenance,Battery Replacement,607.62,System,True,2024-04-06,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
448,105,2025-08-08,Damage,Scratch,159.81,Customer,True,2025-08-11,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
449,105,2024-08-19,Maintenance,Transmission Service,4058.67,Customer,True,2024-08-20,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
450,105,2023-06-13,Maintenance,AC Service,923.41,System,True,2023-06-25,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
451,105,2023-10-14,Damage,Broken Window,1109.35,Employee,True,2023-10-26,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
452,105,2025-11-23,Damage,Interior Stain,354.67,Customer,True,2025-12-03,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
453,105,2024-06-12,Damage,No Damage,0.0,System,True,2024-06-20,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
454,106,2025-05-09,Damage,Headlight Broken,1027.34,Customer,False,,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
455,106,2023-10-24,Maintenance,Engine Repair,1264.05,Customer,True,2023-11-07,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
456,106,2023-12-06,Maintenance,Regular Maintenance,268.58,Employee,True,2023-12-11,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
457,106,2024-01-07,Maintenance,Transmission Service,3751.38,Customer,True,2024-01-15,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
458,106,2023-10-16,Maintenance,Engine Repair,1989.98,Customer,True,2023-10-25,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
459,106,2023-10-01,Damage,Scratch,77.58,System,False,,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
460,107,2024-04-05,Damage,Dent,399.76,Customer,False,,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
461,107,2023-01-14,Damage,Broken Window,304.95,Employee,False,,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
462,107,2024-02-20,Maintenance,Tire Replacement,939.66,Customer,True,2024-03-05,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
463,107,2023-10-22,Damage,Interior Stain,116.41,Employee,False,,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
464,107,2025-12-13,Maintenance,Tire Replacement,991.04,System,True,2025-12-21,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
465,107,2025-01-20,Damage,Scratch,232.24,System,True,2025-01-22,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
466,108,2023-09-03,Maintenance,Transmission Service,6004.3,Customer,True,2023-09-09,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
467,108,2025-02-16,Damage,Broken Window,446.23,Employee,True,2025-02-20,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
468,109,2023-02-15,Maintenance,Oil Change,98.66,Customer,True,2023-02-19,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
469,109,2025-05-15,Damage,No Damage,0.0,Customer,True,2025-05-16,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
470,109,2025-06-16,Maintenance,Oil Change,105.98,System,True,2025-06-22,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
471,109,2025-07-10,Damage,Interior Stain,211.13,System,False,,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
472,109,2023-02-03,Maintenance,Suspension Repair,2339.36,Employee,True,2023-02-16,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
473,110,2025-07-10,Damage,Interior Stain,399.17,System,True,2025-07-13,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
474,110,2024-07-09,Maintenance,Engine Repair,4573.91,Employee,True,2024-07-17,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
475,110,2024-08-21,Damage,Broken Window,1138.92,Customer,False,,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
476,110,2024-09-01,Damage,Dent,488.36,Customer,True,2024-09-02,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
477,110,2024-06-01,Maintenance,AC Service,1016.48,System,True,2024-06-11,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
478,110,2025-02-10,Maintenance,Suspension Repair,2068.57,Customer,True,2025-02-24,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
479,110,2023-12-22,Damage,Broken Window,8546.887131141855,System,True,2024-01-01,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
480,111,2023-04-26,Damage,Tire Damage,106.18,Customer,False,,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
481,111,2025-06-24,Maintenance,Tire Replacement,618.3,Customer,True,2025-06-30,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
482,111,2025-04-25,Damage,Broken Window,555.92,Employee,False,,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
483,111,2025-04-06,Damage,Interior Stain,306.44,Employee,True,2025-04-13,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
484,112,2024-03-10,Maintenance,Oil Change,123.9,System,True,2024-03-22,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
485,113,2025-06-04,Damage,No Damage,0.0,Employee,False,,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
486,114,2023-06-17,Damage,Scratch,244.24,System,True,2023-06-25,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
487,114,2025-11-24,Maintenance,Suspension Repair,2831.31,Customer,True,2025-11-27,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
488,114,2025-10-09,Damage,Mirror Damage,769.92,Employee,True,2025-10-20,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
489,114,2023-06-12,Damage,Tire Damage,298.6,Customer,False,,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
490,114,2024-07-20,Maintenance,Tire Replacement,1009.34,Employee,True,2024-07-21,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
491,114,2024-07-05,Damage,Dent,749.7,Customer,True,2024-07-16,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
492,114,2025-06-26,Damage,Bumper Damage,665.56,Customer,True,2025-07-05,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
493,115,2024-06-11,Damage,Headlight Broken,1399.75,System,False,,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
494,115,2025-10-06,Damage,Headlight Broken,1163.57,Customer,True,2025-10-18,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
495,115,2023-03-10,Maintenance,Transmission Service,4629.77,Employee,True,2023-03-14,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
496,116,2024-02-10,Damage,Bumper Damage,8700.446188177306,Customer,False,,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
497,116,2025-05-26,Damage,Tire Damage,377.88,System,True,2025-05-31,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
498,116,2025-05-28,Maintenance,Tire Replacement,469.87,Customer,True,2025-06-05,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
499,116,2023-05-12,Maintenance,Brake Service,326.19,System,True,2023-05-21,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
500,116,2023-05-24,Damage,Broken Window,643.9,Employee,True,2023-06-02,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
501,116,2025-12-24,Maintenance,Regular Maintenance,344.04,Employee,True,2026-01-02,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
502,117,2025-04-22,Damage,Broken Window,954.02,System,False,,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
503,117,2024-01-02,Damage,Headlight Broken,433.22,Customer,False,,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
504,117,2024-10-19,Maintenance,Engine Repair,2028.98,Customer,True,2024-11-02,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
505,118,2025-11-24,Damage,Mirror Damage,713.36,Employee,True,2025-12-04,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
506,118,2023-05-12,Maintenance,Transmission Service,4842.56,System,True,2023-05-26,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
507,119,2025-01-10,Maintenance,Engine Repair,1070.48,Customer,True,2025-01-18,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
508,119,2025-09-06,Damage,Scratch,273.47,System,False,,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
509,119,2025-05-27,Maintenance,AC Service,585.19,Employee,True,2025-06-08,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
510,119,2024-03-15,Damage,Interior Stain,197.8,System,True,2024-03-23,Major repair required,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
511,120,2024-07-02,Damage,No Damage,0.0,Customer,True,2024-07-13,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
512,120,2024-05-26,Damage,Mirror Damage,707.65,Customer,True,2024-06-07,Warranty repair,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
513,120,2025-07-12,Damage,Scratch,109.15,Employee,True,2025-07-18,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
514,120,2024-08-19,Maintenance,AC Service,501.79,System,True,2024-08-29,Minor issue,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
515,120,2024-07-18,Damage,Mirror Damage,420.7,Employee,True,2024-07-21,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
516,120,2024-10-20,Damage,No Damage,0.0,System,True,2024-10-30,Regular check,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
517,120,2023-07-28,Maintenance,Engine Repair,3207.44,Customer,True,2023-07-30,,2026-02-07 13:31:35.831867,2026-02-07 13:31:35.831867
