payment_id,rental_id,payment_date,payment_method,amount,payment_type,status
13275,6736,2025-03-11,Cash,302.94,Deposit,Completed
13276,6736,2025-03-08,Debit Card,158.12,Rental,Completed
13277,6737,2023-12-15,Credit Card,1080.13,Deposit,Failed
13278,6738,2023-07-18,Bank Transfer,507.28,Deposit,Refunded
13279,6738,2023-07-15,Debit Card,302.4,Rental,Pending
13280,6738,2023-07-16,Cash,288.62,Rental,Completed
13281,6739,2025-11-30,Debit Card,1047.11,Deposit,Refunded
13282,6740,2025-03-28,Debit Card,1691.34,Deposit,Pending
13283,6740,2025-03-26,Cash,421.74,Rental,Completed
13284,6740,2025-03-27,Bank Transfer,981.38,Rental,Completed
13285,6741,2025-01-18,Bank Transfer,371.72,Deposit,Completed
13286,6741,2025-01-18,Bank Transfer,197.2,Rental,Completed
13287,6742,2024-08-06,Cash,569.97,Deposit,Refunded
13288,6742,2024-08-09,Credit Card,151.32,Rental,Failed
13289,6742,2024-08-11,Debit Card,81.61,Rental,Refunded
13290,6743,2024-02-06,Cash,10186.07,Deposit,Pending
13291,6744,2023-09-05,Bank Transfer,863.65,Deposit,Refunded
13292,6744,2023-09-06,Debit Card,357.19,Rental,Refunded
13293,6745,2023-03-11,Debit Card,1230.36,Deposit,Failed
13294,6746,2024-06-11,Cash,1562.1,Deposit,Refunded
13295,6746,2024-06-14,Bank Transfer,901.34,Rental,Completed
13296,6747,2023-05-11,Debit Card,1541.28,Deposit,Failed
13297,6747,2023-05-11,Cash,457.99,Rental,Refunded
13298,6748,2024-03-12,Credit Card,1142.2,Deposit,Failed
13299,6748,2024-03-17,Debit Card,238.17,Rental,Failed
13300,6748,2024-03-12,Debit Card,268.96,Rental,Failed
13301,6749,2023-05-20,Credit Card,3436.02,Deposit,Completed
13302,6749,2023-05-19,Cash,2453.38,Rental,Completed
13303,6750,2024-10-20,Debit Card,398.44,Deposit,Refunded
13304,6750,2024-10-22,Bank Transfer,110.9,Rental,Completed
13305,6751,2025-03-12,Debit Card,457.13,Deposit,Failed
13306,6751,2025-03-08,Credit Card,329.45,Rental,Failed
13307,6751,2025-03-13,Cash,161.74,Rental,Failed
13308,6752,2023-04-28,Debit Card,981.88,Deposit,Failed
13309,6753,2023-09-15,Cash,3891.02,Deposit,Refunded
13310,6754,2024-04-07,Debit Card,2711.27,Deposit,Failed
13311,6754,2024-04-07,Cash,3146.88,Rental,Refunded
13312,6755,2025-06-11,Credit Card,351.2,Deposit,Pending
13313,6755,2025-06-06,Debit Card,292.81,Rental,Failed
13314,6756,2023-09-25,Credit Card,585.59,Deposit,Pending
13315,6756,2023-09-26,Cash,248.67,Rental,Failed
13316,6756,2023-09-24,Debit Card,68.77,Rental,Completed
13317,6757,2024-11-14,Cash,720.66,Deposit,Pending
13318,6757,2024-11-14,Cash,556.93,Rental,Completed
13319,6757,2024-11-14,Debit Card,227.08,Rental,Failed
13320,6758,2023-01-12,Credit Card,1134.62,Deposit,Completed
13321,6758,2023-01-13,Debit Card,459.07,Rental,Pending
13322,6758,2023-01-14,Bank Transfer,152.61,Rental,Refunded
13323,6759,2024-06-28,Debit Card,3328.33,Deposit,Refunded
13324,6760,2025-05-02,Cash,-7878.71,Rental,Completed
13325,6760,2025-05-03,Cash,2946.05,Rental,Failed
13326,6761,2024-01-04,Cash,10231.47,Deposit,Completed
13327,6762,2025-06-16,Cash,564.59,Deposit,Refunded
13328,6763,2024-10-29,Debit Card,3067.27,Deposit,Failed
13329,6763,2024-10-29,Credit Card,6244.82,Rental,Failed
13330,6764,2025-02-20,Bank Transfer,2015.5,Deposit,Failed
13331,6764,2025-02-17,Cash,579.21,Rental,Failed
13332,6764,2025-02-21,Cash,184.67,Rental,Pending
13333,6765,2023-09-19,Cash,2695.65,Deposit,Pending
13334,6765,2023-09-21,Cash,3551.8,Rental,Completed
13335,6766,2024-04-09,Credit Card,2192.13,Deposit,Pending
13336,6766,2024-04-13,Debit Card,739.41,Rental,Refunded
13337,6767,2025-08-08,Cash,2944.58,Deposit,Failed
13338,6767,2025-08-09,Credit Card,1524.98,Rental,Refunded
13339,6767,2025-08-08,Cash,1880.54,Rental,Refunded
13340,6768,2024-02-17,Credit Card,1117.29,Deposit,Completed
13341,6768,2024-02-20,Cash,2398.53,Rental,Completed
13342,6769,2023-07-15,Credit Card,4255.86,Deposit,Pending
13343,6770,2024-03-16,Cash,6202.84,Deposit,Failed
13344,6770,2024-03-16,Debit Card,1183.76,Rental,Refunded
13345,6770,2024-03-18,Cash,2515.34,Rental,Completed
13346,6771,2023-11-13,Credit Card,3097.36,Deposit,Failed
13347,6771,2023-11-10,Bank Transfer,2860.92,Rental,Completed
13348,6772,2024-07-29,Bank Transfer,4712.39,Deposit,Failed
13349,6772,2024-07-31,Cash,419.11,Rental,Completed
13350,6772,2024-07-31,Debit Card,0.0,Rental,Failed
13351,6773,2025-01-07,Cash,1046.53,Deposit,Completed
13352,6774,2023-06-11,Credit Card,4743.5,Deposit,Failed
13353,6774,2023-06-08,Bank Transfer,2367.69,Rental,Pending
13354,6775,2025-10-19,Cash,4521.33,Deposit,Failed
13355,6775,2025-10-17,Debit Card,797.19,Rental,Failed
13356,6775,2025-10-17,Credit Card,-870.81,Rental,Completed
13357,6776,2025-10-19,Bank Transfer,1775.3,Deposit,Pending
13358,6776,2025-10-15,Debit Card,550.74,Rental,Failed
13359,6776,2025-10-19,Credit Card,851.04,Rental,Refunded
13360,6777,2023-05-02,Debit Card,3517.93,Deposit,Failed
13361,6778,2025-05-10,Credit Card,9701.86,Deposit,Failed
13362,6779,2024-04-01,Debit Card,1401.56,Deposit,Failed
13363,6779,2024-03-28,Credit Card,876.03,Rental,Refunded
13364,6780,2025-08-17,Cash,172.16,Deposit,Pending
13365,6780,2025-08-18,Credit Card,33.62,Rental,Failed
13366,6780,2025-08-17,Bank Transfer,25.36,Rental,Completed
13367,6781,2025-11-16,Debit Card,1064.43,Deposit,Completed
13368,6781,2025-11-13,Debit Card,765.39,Rental,Completed
13369,6781,2025-11-14,Debit Card,315.46,Rental,Failed
13370,6782,2023-09-06,Credit Card,1956.55,Deposit,Failed
13371,6783,2025-02-06,Bank Transfer,821.29,Deposit,Pending
13372,6784,2025-11-10,Credit Card,6964.73,Deposit,Refunded
13373,6785,2025-05-23,Bank Transfer,1094.01,Deposit,Failed
13374,6785,2025-05-19,Credit Card,220.58,Rental,Refunded
13375,6785,2025-05-19,Credit Card,181.02,Rental,Pending
13376,6786,2023-08-19,Bank Transfer,168.78,Rental,Pending
13377,6786,2023-08-17,Bank Transfer,392.73,Rental,Pending
13378,6787,2025-01-21,Bank Transfer,3162.37,Deposit,Pending
13379,6788,2025-11-30,Credit Card,2725.22,Deposit,Failed
13380,6788,2025-11-30,Credit Card,1774.43,Rental,Completed
13381,6789,2023-09-09,Cash,1925.44,Deposit,Failed
13382,6789,2023-09-08,Debit Card,338.69,Rental,Refunded
13383,6789,2023-09-05,Credit Card,215.72,Rental,Pending
13384,6790,2024-02-13,Credit Card,2723.91,Deposit,Pending
13385,6791,2025-05-24,Credit Card,3145.14,Deposit,Refunded
13386,6791,2025-05-25,Credit Card,801.16,Rental,Pending
13387,6791,2025-05-21,Credit Card,1789.56,Rental,Failed
13388,6792,2025-10-15,Credit Card,1732.96,Deposit,Completed
13389,6792,2025-10-19,Bank Transfer,914.52,Rental,Completed
13390,6792,2025-10-19,Debit Card,537.73,Rental,Refunded
13391,6793,2025-02-16,Cash,10612.78,Deposit,Refunded
13392,6794,2024-05-26,Debit Card,9011.65,Deposit,Refunded
13393,6795,2025-12-29,Debit Card,900.97,Deposit,Refunded
13394,6796,2023-05-10,Credit Card,571.93,Deposit,Refunded
13395,6796,2023-05-10,Cash,633.86,Rental,Pending
13396,6797,2025-01-18,Debit Card,3241.16,Deposit,Failed
13397,6797,2025-01-18,Credit Card,3730.82,Rental,Pending
13398,6797,2025-01-19,Cash,2115.82,Rental,Completed
13399,6798,2023-08-23,Credit Card,1351.47,Deposit,Failed
13400,6798,2023-08-24,Cash,442.9,Rental,Completed
13401,6798,2023-08-28,Credit Card,877.01,Rental,Refunded
13402,6799,2023-11-14,Credit Card,1761.68,Deposit,Completed
13403,6800,2023-09-12,Debit Card,703.08,Deposit,Completed
13404,6800,2023-09-15,Cash,145.3,Rental,Pending
13405,6800,2023-09-14,Bank Transfer,195.88,Rental,Pending
13406,6801,2024-08-29,Credit Card,1062.28,Deposit,Failed
13407,6801,2024-08-27,Bank Transfer,209.07,Rental,Completed
13408,6801,2024-08-27,Debit Card,207.31,Rental,Pending
13409,6802,2025-11-17,Bank Transfer,1420.96,Deposit,Refunded
13410,6802,2025-11-22,Cash,638.08,Rental,Completed
13411,6803,2023-10-28,Debit Card,2142.83,Deposit,Completed
13412,6803,2023-10-26,Bank Transfer,2077.51,Rental,Completed
13413,6804,2025-03-08,Credit Card,2317.01,Deposit,Pending
13414,6804,2025-03-03,Credit Card,2212.57,Rental,Pending
13415,6804,2025-03-05,Credit Card,1156.99,Rental,Pending
13416,6805,2023-06-17,Credit Card,2263.09,Deposit,Refunded
13417,6805,2023-06-14,Cash,1016.24,Rental,Completed
13418,6806,2023-12-18,Credit Card,1392.01,Deposit,Failed
13419,6806,2023-12-17,Bank Transfer,695.11,Rental,Failed
13420,6807,2023-01-13,Credit Card,4468.05,Deposit,Completed
13421,6808,2023-09-26,Debit Card,5028.6,Deposit,Pending
13422,6809,2023-06-14,Debit Card,2308.54,Deposit,Refunded
13423,6809,2023-06-14,Debit Card,1654.21,Rental,Failed
13424,6810,2025-03-08,Credit Card,343.06,Deposit,Completed
13425,6810,2025-03-04,Bank Transfer,117.21,Rental,Failed
13426,6811,2025-02-01,Cash,308.31,Deposit,Failed
13427,6811,2025-01-27,Bank Transfer,125.22,Rental,Failed
13428,6812,2025-01-24,Cash,2447.66,Deposit,Failed
13429,6813,2024-02-24,Cash,758.92,Rental,Refunded
13430,6813,2024-02-24,Credit Card,547.32,Rental,Completed
13431,6813,2024-02-24,Debit Card,359.91,Rental,Refunded
13432,6814,2025-01-19,Credit Card,2347.0,Deposit,Pending
13433,6814,2025-01-19,Cash,931.46,Rental,Failed
13434,6814,2025-01-20,Credit Card,411.52,Rental,Pending
13435,6815,2024-03-03,Credit Card,406.1,Deposit,Pending
13436,6815,2024-03-04,Cash,631.55,Rental,Pending
13437,6816,2023-06-01,Cash,551.82,Deposit,Pending
13438,6816,2023-06-01,Bank Transfer,178.02,Rental,Failed
13439,6816,2023-06-06,Debit Card,76.51,Rental,Failed
13440,6817,2024-06-21,Credit Card,783.82,Deposit,Refunded
13441,6817,2024-06-18,Cash,220.64,Rental,Completed
13442,6818,2024-03-20,Bank Transfer,1779.73,Deposit,Failed
13443,6818,2024-03-20,Debit Card,598.44,Rental,Failed
13444,6818,2024-03-22,Debit Card,775.28,Rental,Refunded
13445,6819,2025-10-10,Cash,3146.43,Deposit,Refunded
13446,6819,2025-10-09,Credit Card,885.75,Rental,Failed
13447,6819,2025-10-09,Cash,300.03,Rental,Completed
13448,6820,2025-10-13,Debit Card,1552.39,Deposit,Refunded
13449,6820,2025-10-17,Debit Card,327.8,Rental,Failed
13450,6820,2025-10-14,Cash,618.71,Rental,Refunded
13451,6821,2025-07-16,Cash,409.17,Deposit,Pending
13452,6821,2025-07-19,Credit Card,402.84,Rental,Refunded
13453,6822,2023-02-12,Cash,376.66,Deposit,Refunded
13454,6822,2023-02-14,Debit Card,343.33,Rental,Completed
13455,6823,2025-09-21,Bank Transfer,634.66,Deposit,Failed
13456,6823,2025-09-22,Credit Card,127.79,Rental,Failed
13457,6823,2025-09-21,Debit Card,45.08,Rental,Refunded
13458,6824,2025-11-23,Debit Card,1992.14,Deposit,Completed
13459,6824,2025-11-20,Credit Card,3524.08,Rental,Failed
13460,6825,2023-03-14,Bank Transfer,2689.01,Deposit,Failed
13461,6826,2023-03-23,Credit Card,785.95,Deposit,Pending
13462,6826,2023-03-26,Credit Card,1420.74,Rental,Failed
13463,6827,2025-02-07,Bank Transfer,266.72,Deposit,Pending
13464,6827,2025-02-08,Credit Card,600.38,Rental,Pending
13465,6828,2023-12-07,Bank Transfer,1623.1,Deposit,Refunded
13466,6828,2023-12-08,Credit Card,1065.72,Rental,Completed
13467,6828,2023-12-06,Bank Transfer,1194.88,Rental,Refunded
13468,6829,2024-02-23,Debit Card,966.98,Deposit,Failed
13469,6829,2024-02-20,Credit Card,294.21,Rental,Pending
13470,6829,2024-02-23,Cash,93.99,Rental,Pending
13471,6830,2023-09-19,Credit Card,8367.56,Deposit,Completed
13472,6831,2025-12-07,Cash,1632.09,Deposit,Refunded
13473,6831,2025-12-11,Credit Card,2986.92,Rental,Failed
13474,6832,2025-11-17,Bank Transfer,1250.0,Deposit,Completed
13475,6832,2025-11-16,Cash,1155.2,Rental,Failed
13476,6833,2024-02-21,Bank Transfer,964.8,Deposit,Failed
13477,6834,2024-03-18,Credit Card,628.96,Deposit,Pending
13478,6835,2023-06-13,Cash,4757.21,Deposit,Completed
13479,6836,2023-06-21,Bank Transfer,2112.91,Deposit,Pending
13480,6837,2023-09-16,Cash,835.71,Deposit,Completed
13481,6838,2025-10-12,Debit Card,5928.4,Deposit,Refunded
13482,6839,2023-04-28,Debit Card,6834.62,Deposit,Failed
13483,6839,2023-04-25,Credit Card,3607.37,Rental,Completed
13484,6840,2024-11-30,Credit Card,109.46,Rental,Failed
13485,6840,2024-11-29,Debit Card,153.33,Rental,Completed
13486,6840,2024-11-28,Cash,100.95,Rental,Completed
13487,6841,2024-04-14,Credit Card,4331.09,Deposit,Failed
13488,6842,2024-07-29,Debit Card,687.67,Deposit,Refunded
13489,6842,2024-07-31,Debit Card,747.74,Rental,Refunded
13490,6843,2023-08-09,Debit Card,682.87,Deposit,Refunded
13491,6843,2023-08-11,Debit Card,472.1,Rental,Completed
13492,6844,2023-07-20,Credit Card,933.25,Deposit,Pending
13493,6844,2023-07-21,Cash,785.27,Rental,Failed
13494,6844,2023-07-21,Bank Transfer,548.39,Rental,Refunded
13495,6845,2023-07-23,Debit Card,2885.29,Deposit,Completed
13496,6845,2023-07-27,Debit Card,-1971.0,Rental,Completed
13497,6846,2023-03-19,Debit Card,5603.74,Deposit,Completed
13498,6847,2023-08-08,Credit Card,1226.48,Deposit,Refunded
13499,6847,2023-08-07,Cash,1146.18,Rental,Pending
13500,6847,2023-08-12,Bank Transfer,764.69,Rental,Completed
13501,6848,2025-11-16,Debit Card,823.68,Rental,Refunded
13502,6848,2025-11-19,Debit Card,1873.37,Rental,Failed
13503,6849,2024-12-25,Credit Card,4149.69,Deposit,Failed
13504,6850,2024-12-05,Bank Transfer,657.89,Deposit,Failed
13505,6850,2024-12-04,Credit Card,598.42,Rental,Completed
13506,6851,2025-12-10,Cash,2065.05,Deposit,Refunded
13507,6851,2025-12-11,Cash,2976.17,Rental,Refunded
13508,6852,2023-03-09,Bank Transfer,250.18,Deposit,Completed
13509,6852,2023-03-12,Cash,138.33,Rental,Failed
13510,6853,2025-12-08,Credit Card,1098.56,Deposit,Failed
13511,6853,2025-12-07,Credit Card,1665.08,Rental,Pending
13512,6854,2023-07-26,Bank Transfer,1423.38,Deposit,Completed
13513,6854,2023-07-26,Cash,830.61,Rental,Refunded
13514,6855,2025-12-01,Debit Card,1016.12,Deposit,Failed
13515,6855,2025-12-01,Cash,1875.58,Rental,Refunded
13516,6856,2024-01-28,Cash,4181.19,Deposit,Failed
13517,6856,2024-01-30,Debit Card,1646.04,Rental,Failed
13518,6856,2024-01-27,Debit Card,1207.17,Rental,Completed
13519,6857,2024-11-18,Bank Transfer,2448.37,Deposit,Failed
13520,6857,2024-11-17,Debit Card,657.92,Rental,Failed
13521,6858,2024-09-20,Credit Card,2421.44,Deposit,Failed
13522,6858,2024-09-21,Bank Transfer,781.8,Rental,Refunded
13523,6859,2023-03-18,Debit Card,932.26,Deposit,Pending
13524,6860,2024-06-10,Bank Transfer,477.86,Deposit,Completed
13525,6860,2024-06-10,Debit Card,180.13,Rental,Refunded
13526,6861,2023-01-29,Debit Card,2085.4,Deposit,Pending
13527,6861,2023-01-30,Debit Card,1132.59,Rental,Refunded
13528,6861,2023-01-28,Bank Transfer,0.0,Rental,Completed
13529,6862,2024-02-01,Cash,1001.34,Deposit,Pending
13530,6862,2024-01-29,Cash,1093.13,Rental,Failed
13531,6863,2023-07-12,Debit Card,659.66,Deposit,Refunded
13532,6864,2024-04-07,Debit Card,709.29,Deposit,Pending
13533,6864,2024-04-07,Credit Card,306.45,Rental,Completed
13534,6865,2024-08-12,Cash,326.6,Rental,Pending
13535,6865,2024-08-09,Credit Card,343.68,Rental,Refunded
13536,6865,2024-08-11,Bank Transfer,406.89,Rental,Failed
13537,6866,2024-03-14,Credit Card,978.96,Deposit,Pending
13538,6867,2024-06-22,Debit Card,2126.45,Deposit,Failed
13539,6867,2024-06-24,Credit Card,1379.38,Rental,Pending
13540,6868,2025-01-19,Bank Transfer,745.72,Deposit,Completed
13541,6868,2025-01-19,Bank Transfer,1309.63,Rental,Refunded
13542,6869,2023-07-31,Cash,3480.21,Deposit,Pending
13543,6869,2023-08-02,Credit Card,2871.97,Rental,Pending
13544,6869,2023-07-30,Debit Card,3273.25,Rental,Completed
13545,6870,2024-09-15,Cash,1981.03,Deposit,Refunded
13546,6870,2024-09-19,Cash,782.98,Rental,Pending
13547,6871,2023-03-30,Debit Card,589.04,Deposit,Refunded
13548,6871,2023-03-31,Credit Card,445.13,Rental,Pending
13549,6871,2023-03-27,Cash,586.76,Rental,Completed
13550,6872,2024-08-30,Credit Card,628.57,Deposit,Completed
13551,6873,2025-11-01,Bank Transfer,731.52,Rental,Failed
13552,6873,2025-11-02,Credit Card,-590.69,Rental,Failed
13553,6873,2025-10-28,Credit Card,488.05,Rental,Pending
13554,6874,2023-12-03,Credit Card,116.11,Rental,Refunded
13555,6874,2023-12-06,Credit Card,247.0,Rental,Failed
13556,6875,2024-11-30,Cash,1435.64,Deposit,Completed
13557,6875,2024-12-02,Credit Card,2294.48,Rental,Completed
13558,6876,2025-11-12,Bank Transfer,6981.42,Deposit,Failed
13559,6877,2025-06-23,Bank Transfer,322.9,Deposit,Completed
13560,6877,2025-06-27,Credit Card,330.57,Rental,Refunded
13561,6878,2023-05-29,Credit Card,1049.54,Deposit,Failed
13562,6879,2023-11-13,Credit Card,638.9,Deposit,Failed
13563,6880,2023-02-18,Cash,5863.1,Deposit,Pending
13564,6880,2023-02-18,Cash,5227.44,Rental,Pending
13565,6881,2024-11-16,Credit Card,719.19,Deposit,Failed
13566,6881,2024-11-13,Debit Card,291.68,Rental,Failed
13567,6881,2024-11-14,Debit Card,127.5,Rental,Failed
13568,6882,2024-05-21,Bank Transfer,1076.88,Deposit,Failed
13569,6882,2024-05-22,Bank Transfer,1632.88,Rental,Pending
13570,6883,2025-09-17,Debit Card,1315.28,Deposit,Failed
13571,6884,2024-07-10,Credit Card,378.39,Rental,Pending
13572,6884,2024-07-06,Bank Transfer,671.7,Rental,Pending
13573,6885,2023-05-15,Credit Card,3361.7,Deposit,Pending
13574,6886,2023-02-06,Cash,495.02,Deposit,Completed
13575,6886,2023-02-05,Credit Card,555.34,Rental,Pending
13576,6887,2024-04-20,Debit Card,1436.45,Deposit,Failed
13577,6887,2024-04-20,Debit Card,355.8,Rental,Refunded
13578,6887,2024-04-19,Credit Card,559.06,Rental,Failed
13579,6888,2023-09-14,Credit Card,2110.07,Deposit,Refunded
13580,6888,2023-09-15,Debit Card,840.72,Rental,Failed
13581,6888,2023-09-14,Debit Card,793.46,Rental,Pending
13582,6889,2023-07-14,Debit Card,1080.01,Deposit,Pending
13583,6889,2023-07-15,Cash,1690.55,Rental,Pending
13584,6890,2025-08-15,Debit Card,1089.52,Deposit,Refunded
13585,6890,2025-08-13,Debit Card,1261.33,Rental,Failed
13586,6891,2024-12-19,Credit Card,929.26,Deposit,Refunded
13587,6891,2024-12-19,Cash,754.71,Rental,Completed
13588,6892,2023-12-10,Bank Transfer,1487.76,Deposit,Pending
13589,6892,2023-12-11,Cash,1889.75,Rental,Completed
13590,6892,2023-12-15,Debit Card,507.7,Rental,Completed
13591,6893,2025-09-27,Bank Transfer,1848.67,Deposit,Failed
13592,6894,2025-06-28,Cash,1378.16,Deposit,Pending
13593,6894,2025-06-27,Bank Transfer,1121.27,Rental,Failed
13594,6895,2025-11-10,Bank Transfer,298.4,Deposit,Pending
13595,6895,2025-11-13,Credit Card,548.36,Rental,Failed
13596,6896,2025-03-05,Credit Card,276.59,Rental,Pending
13597,6897,2023-03-11,Bank Transfer,1966.48,Deposit,Pending
13598,6898,2023-11-28,Debit Card,2131.7,Deposit,Pending
13599,6899,2025-01-16,Debit Card,357.51,Deposit,Refunded
13600,6900,2024-10-13,Cash,994.15,Deposit,Pending
13601,6900,2024-10-16,Credit Card,1852.49,Rental,Pending
13602,6901,2024-07-13,Debit Card,789.92,Rental,Completed
13603,6901,2024-07-09,Cash,1454.74,Rental,Pending
13604,6902,2025-02-25,Cash,2223.1,Deposit,Completed
13605,6903,2023-06-20,Cash,843.97,Deposit,Failed
13606,6904,2023-05-26,Bank Transfer,3204.18,Deposit,Failed
13607,6905,2023-06-25,Credit Card,1054.23,Deposit,Pending
13608,6906,2024-03-23,Bank Transfer,551.96,Deposit,Failed
13609,6906,2024-03-23,Credit Card,265.63,Rental,Failed
13610,6906,2024-03-27,Bank Transfer,198.58,Rental,Refunded
13611,6907,2025-10-23,Credit Card,908.51,Deposit,Pending
13612,6908,2024-08-08,Bank Transfer,2334.49,Deposit,Failed
13613,6909,2025-07-06,Cash,6220.14,Deposit,Failed
13614,6910,2023-12-21,Credit Card,889.33,Deposit,Refunded
13615,6910,2023-12-21,Credit Card,959.27,Rental,Refunded
13616,6911,2025-10-27,Bank Transfer,5048.53,Deposit,Completed
13617,6911,2025-10-30,Credit Card,1329.74,Rental,Refunded
13618,6912,2025-02-21,Debit Card,3657.85,Deposit,Completed
13619,6913,2025-04-22,Cash,3239.34,Deposit,Completed
13620,6913,2025-04-21,Cash,-2234.61,Rental,Pending
13621,6914,2023-07-09,Cash,858.13,Deposit,Completed
13622,6914,2023-07-09,Bank Transfer,563.74,Rental,Completed
13623,6914,2023-07-07,Bank Transfer,224.74,Rental,Refunded
13624,6915,2024-01-11,Credit Card,876.79,Deposit,Completed
13625,6916,2023-10-24,Bank Transfer,467.1,Deposit,Failed
13626,6916,2023-10-27,Bank Transfer,546.4,Rental,Refunded
13627,6917,2024-04-05,Cash,290.74,Deposit,Refunded
13628,6917,2024-04-05,Cash,453.61,Rental,Pending
13629,6917,2024-04-04,Bank Transfer,219.36,Rental,Completed
13630,6918,2024-08-07,Debit Card,204.63,Deposit,Failed
13631,6918,2024-08-08,Cash,29.61,Rental,Pending
13632,6918,2024-08-08,Cash,27.37,Rental,Pending
13633,6919,2025-09-23,Bank Transfer,2208.04,Deposit,Completed
13634,6919,2025-09-22,Cash,-963.98,Rental,Refunded
13635,6920,2024-12-12,Debit Card,1308.22,Deposit,Completed
13636,6920,2024-12-11,Debit Card,1202.14,Rental,Failed
13637,6920,2024-12-09,Cash,950.98,Rental,Failed
13638,6921,2025-03-26,Credit Card,10681.84,Deposit,Failed
13639,6922,2023-06-07,Credit Card,1848.29,Deposit,Refunded
13640,6922,2023-06-04,Credit Card,894.23,Rental,Refunded
13641,6923,2023-08-31,Debit Card,1623.6,Deposit,Failed
13642,6923,2023-09-02,Bank Transfer,1470.77,Rental,Pending
13643,6924,2024-05-10,Credit Card,1557.36,Deposit,Pending
13644,6925,2023-09-08,Cash,-629.89,Rental,Failed
13645,6926,2025-01-21,Credit Card,246.09,Deposit,Failed
13646,6926,2025-01-20,Bank Transfer,315.37,Rental,Pending
13647,6926,2025-01-22,Cash,166.89,Rental,Pending
13648,6927,2024-12-12,Credit Card,2181.32,Deposit,Pending
13649,6927,2024-12-12,Cash,785.33,Rental,Pending
13650,6928,2023-10-10,Credit Card,5922.34,Deposit,Refunded
13651,6930,2024-01-26,Bank Transfer,286.13,Deposit,Completed
13652,6930,2024-01-26,Cash,140.13,Rental,Completed
13653,6931,2023-10-17,Credit Card,133.97,Rental,Pending
13654,6931,2023-10-20,Bank Transfer,254.47,Rental,Pending
13655,6932,2023-10-07,Cash,956.62,Deposit,Pending
13656,6933,2023-10-09,Cash,9498.42,Deposit,Completed
13657,6934,2023-11-15,Bank Transfer,2473.1,Deposit,Completed
13658,6935,2023-07-12,Debit Card,1894.77,Deposit,Failed
13659,6935,2023-07-13,Cash,422.6,Rental,Refunded
13660,6935,2023-07-16,Debit Card,809.69,Rental,Failed
13661,6936,2025-04-15,Cash,2485.12,Deposit,Refunded
13662,6936,2025-04-11,Cash,452.05,Rental,Completed
13663,6936,2025-04-13,Bank Transfer,928.93,Rental,Refunded
13664,6937,2023-01-29,Bank Transfer,3020.24,Deposit,Failed
13665,6937,2023-01-31,Credit Card,5434.85,Rental,Failed
13666,6938,2024-07-18,Credit Card,916.08,Deposit,Failed
13667,6938,2024-07-20,Cash,996.43,Rental,Pending
13668,6939,2025-06-09,Credit Card,1368.29,Deposit,Refunded
13669,6940,2025-06-20,Credit Card,2160.91,Deposit,Refunded
13670,6940,2025-06-17,Debit Card,993.59,Rental,Pending
13671,6940,2025-06-17,Credit Card,321.55,Rental,Failed
13672,6941,2023-09-07,Credit Card,3562.98,Deposit,Failed
13673,6941,2023-09-02,Debit Card,431.33,Rental,Pending
13674,6941,2023-09-04,Cash,772.95,Rental,Pending
13675,6942,2025-08-06,Cash,2859.12,Deposit,Refunded
13676,6943,2023-09-09,Cash,1752.95,Deposit,Refunded
13677,6943,2023-09-06,Credit Card,2391.12,Rental,Refunded
13678,6944,2023-06-21,Bank Transfer,1736.89,Deposit,Pending
13679,6945,2025-06-24,Bank Transfer,1036.54,Deposit,Completed
13680,6945,2025-06-21,Cash,444.8,Rental,Completed
13681,6945,2025-06-20,Credit Card,196.56,Rental,Refunded
13682,6946,2024-05-12,Cash,2829.1,Deposit,Pending
13683,6946,2024-05-09,Debit Card,1990.2,Rental,Failed
13684,6947,2023-07-19,Credit Card,811.77,Deposit,Completed
13685,6947,2023-07-20,Bank Transfer,179.66,Rental,Pending
13686,6947,2023-07-18,Bank Transfer,298.38,Rental,Failed
13687,6948,2025-06-24,Bank Transfer,377.98,Deposit,Pending
13688,6948,2025-06-21,Credit Card,289.7,Rental,Completed
13689,6948,2025-06-25,Debit Card,182.27,Rental,Pending
13690,6949,2023-12-28,Debit Card,692.28,Deposit,Pending
13691,6949,2023-12-26,Credit Card,935.59,Rental,Failed
13692,6950,2025-12-24,Bank Transfer,1217.18,Deposit,Refunded
13693,6950,2025-12-25,Credit Card,591.61,Rental,Pending
13694,6950,2025-12-25,Cash,349.11,Rental,Refunded
13695,6951,2024-02-29,Debit Card,468.1,Deposit,Pending
13696,6951,2024-02-28,Credit Card,657.88,Rental,Refunded
13697,6951,2024-02-29,Bank Transfer,282.42,Rental,Pending
13698,6952,2023-07-11,Bank Transfer,1940.34,Deposit,Refunded
13699,6953,2023-01-29,Bank Transfer,3731.2,Deposit,Pending
13700,6954,2025-04-06,Bank Transfer,624.36,Deposit,Pending
13701,6954,2025-04-04,Debit Card,1406.46,Rental,Pending
13702,6955,2024-06-14,Cash,2223.65,Deposit,Pending
13703,6955,2024-06-16,Credit Card,242.9,Rental,Completed
13704,6955,2024-06-16,Credit Card,526.66,Rental,Failed
13705,6956,2024-02-25,Bank Transfer,5079.81,Deposit,Completed
13706,6956,2024-02-22,Credit Card,1612.63,Rental,Failed
13707,6956,2024-02-25,Credit Card,1142.45,Rental,Pending
13708,6957,2024-12-20,Bank Transfer,5221.17,Deposit,Refunded
13709,6957,2024-12-18,Cash,847.08,Rental,Failed
