rental_id,car_id,customer_id,employee_id,tariff_id,pickup_location_id,return_location_id,rental_date,scheduled_return_date,actual_return_date,rental_days,km_driven,additional_km,base_cost,additional_km_cost,total_cost,deposit_amount,deposit_returned,status,notes
9482,18,2806,58,3,10,13,2023-05-07,2023-05-19,2023-05-17,12,1913,0,1338.36,0.0,1338.36,646.01,576.09,Cancelled,
9483,82,4422,27,1,12,8,2025-07-14,2025-07-16,2025-07-14,2,120,0,70.02,0.0,70.02,167.17,141.78,Active,Car dirty
9484,102,7226,35,4,1,12,2024-01-14,2024-02-04,2024-02-07,21,2524,0,3709.02,0.0,3709.02,1095.3,1071.24,Cancelled,Late return
9485,17,4277,34,3,15,10,2023-03-28,2023-04-22,2023-04-20,25,364,0,2788.25,0.0,2788.25,562.44,496.46,Completed,No issues
9486,1,5470,32,1,8,9,2023-09-14,2023-09-15,2023-09-14,1,234,34,35.01,23.8,58.81,151.69,151.61,Cancelled,Late return
9487,39,1347,48,2,14,10,2023-09-13,2023-09-21,2023-09-19,8,257,0,692.48,0.0,692.48,420.7,418.71,Active,Car dirty
9488,103,3024,66,1,5,7,2025-01-27,2025-02-13,2025-02-11,17,4962,1562,595.17,1093.4,1688.57,207.13,173.6,No-show,
9489,22,278,79,3,9,5,2023-07-09,2023-07-17,2023-07-17,8,1655,0,892.24,0.0,892.24,693.45,649.75,Cancelled,Early return
9490,107,6741,57,5,13,7,2024-10-11,2024-10-20,2024-10-22,9,221,0,2728.8,0.0,2728.8,2052.88,2016.62,No-show,
9491,19,2429,33,1,5,7,2024-06-16,2024-06-22,2024-06-20,6,888,0,210.06,0.0,210.06,156.89,132.57,Completed,
9492,98,2854,76,2,1,6,2025-03-05,2025-03-06,2025-03-06,1,121,0,86.56,0.0,86.56,330.19,293.86,Completed,No issues
9493,109,1026,26,2,9,9,2023-09-07,2023-09-21,2023-09-22,14,871,0,1211.84,0.0,1211.84,334.12,312.36,Cancelled,Minor scratch
9494,30,2696,48,2,5,13,2023-01-18,2023-01-21,2023-01-24,3,403,0,259.68,0.0,259.68,321.3,260.14,Completed,No issues
9495,78,3616,18,5,2,1,2023-11-07,2023-11-17,2023-11-16,10,1524,0,3032.0,0.0,-3032.0,1881.99,1771.83,No-show,Late return
9496,15,1304,18,2,12,1,2025-03-20,2025-03-27,2025-03-27,7,1330,0,605.92,0.0,605.92,411.27,394.49,Cancelled,Early return
9497,34,1213,27,5,11,11,2025-03-05,2025-04-02,2025-04-02,28,3918,0,8489.6,0.0,8489.6,1929.26,1549.95,Active,Car dirty
9498,11,3744,48,4,14,12,2024-07-06,2024-07-07,2024-07-08,1,118,0,176.62,0.0,176.62,1186.38,963.27,No-show,No issues
9499,70,2466,63,3,11,9,2023-10-06,2023-10-07,2023-10-10,1,51,0,111.53,0.0,111.53,681.46,597.36,Active,Late return
9500,53,5477,10,1,10,8,2023-09-11,2023-10-10,2023-10-08,29,6110,310,1015.29,217.0,1232.29,164.05,157.52,Completed,Early return
9501,7,5234,37,5,2,14,2025-01-04,2025-01-27,2025-01-28,23,463,0,6973.6,0.0,6973.6,1574.85,1399.54,Completed,
9502,95,5276,25,4,1,12,2023-04-08,2023-04-20,2023-04-21,12,2492,0,2119.44,0.0,-2119.44,926.76,822.73,Completed,Early return
9503,76,1840,74,3,2,3,2024-11-03,2024-11-10,2024-11-13,7,103,0,780.71,0.0,780.71,603.79,518.03,No-show,Early return
9504,43,4948,80,5,9,6,2025-11-09,2025-11-10,2025-11-12,1,126,0,303.2,0.0,303.2,1598.49,1288.9,No-show,Minor scratch
9505,98,1434,79,2,15,10,2023-08-16,2023-08-18,2023-08-16,2,410,0,173.12,0.0,173.12,379.72,308.51,Active,No issues
9506,74,6403,69,3,11,15,2024-01-11,2024-02-03,2024-02-02,23,3044,0,2565.19,0.0,2565.19,708.17,620.26,Cancelled,Minor scratch
9507,110,6608,29,5,4,1,2025-01-10,2025-01-26,2025-01-27,16,294,0,4851.2,0.0,4851.2,1698.85,1499.75,Completed,
9508,4,2248,50,4,15,13,2024-07-14,2024-08-05,2024-08-04,22,1645,0,3885.64,0.0,3885.64,952.44,934.99,Cancelled,Late return
9509,105,2854,69,4,1,11,2024-09-16,2024-10-01,2024-10-03,15,1535,0,2649.3,0.0,2649.3,1076.48,570.0,Active,Early return
9510,81,504,45,4,8,12,2023-02-11,2023-02-23,2023-02-21,12,2269,0,2119.44,0.0,2119.44,1233.84,1194.92,No-show,Minor scratch
9511,58,5588,79,5,15,9,2023-12-05,2024-01-03,2024-01-04,29,4862,0,8792.8,0.0,8792.8,1515.17,1372.05,Cancelled,Early return
9512,47,5739,27,4,1,11,2024-09-06,2024-09-24,2024-09-23,18,3538,0,3179.16,0.0,3179.16,1310.62,1292.94,No-show,No issues
9513,72,4128,74,2,7,11,2024-12-22,2024-12-31,2024-12-30,9,1008,0,779.04,0.0,779.04,391.49,314.42,Completed,Car dirty
9514,39,5276,58,2,14,10,2025-03-21,2025-04-10,2025-04-13,20,3828,0,1731.2,0.0,1731.2,386.77,345.04,Cancelled,Car dirty
9515,9,2401,68,1,2,12,2024-06-23,2024-07-15,2024-07-16,22,5805,1405,770.22,983.5,1753.72,166.3,138.95,Active,Minor scratch
9516,47,283,15,2,13,1,2025-05-19,2025-06-04,2025-06-03,16,1436,0,1384.96,0.0,1384.96,447.86,377.2,Cancelled,Early return
9517,72,6716,43,1,2,13,2025-10-27,2025-11-03,2025-11-01,7,586,0,245.07,0.0,245.07,152.52,122.31,Cancelled,
9518,49,3676,40,4,12,1,2024-08-12,2024-08-23,2024-08-25,11,1962,0,1942.82,0.0,1942.82,1051.84,1002.46,No-show,No issues
9519,5,1945,20,5,13,1,2024-08-01,2024-08-24,2024-08-22,23,3718,0,6973.6,0.0,6973.6,1459.77,1367.26,Active,Late return
9520,111,583,49,3,7,9,2025-09-12,2025-09-22,2025-09-24,10,2557,0,1115.3,0.0,1115.3,702.54,607.26,Cancelled,Car dirty
9521,11,2731,32,3,3,4,2025-03-20,2025-04-01,2025-03-30,12,1190,0,1338.36,0.0,1338.36,660.14,557.49,Active,Minor scratch
9522,101,4385,9,4,4,3,2023-12-22,2024-01-08,2024-01-07,17,1577,0,3002.54,0.0,3002.54,1124.81,1004.29,Completed,Late return
9523,72,4371,15,5,8,15,2024-10-20,2024-11-13,2024-11-12,24,1241,0,7276.8,0.0,7276.8,1573.89,1063.95,Completed,Minor scratch
9524,106,4701,56,5,8,1,2025-01-21,2025-02-01,2025-01-31,11,1091,0,3335.2,0.0,3335.2,1413.08,1335.77,No-show,
9525,81,5384,41,4,14,3,2024-12-16,2024-12-17,2024-12-20,1,77,0,176.62,0.0,176.62,1054.93,992.36,Cancelled,No issues
9526,98,2929,67,2,2,3,2023-04-22,2023-05-13,2023-05-12,21,2790,0,1817.76,0.0,1817.76,335.9,330.6,No-show,Minor scratch
9527,63,7761,59,5,10,7,2024-07-25,2024-08-22,2024-08-23,28,4638,0,8489.6,0.0,8489.6,1811.03,1802.7,Completed,Minor scratch
9528,56,521,20,5,10,9,2025-11-12,2025-11-26,2025-11-28,14,1037,0,4244.8,0.0,4244.8,1932.54,1713.71,No-show,
9529,11,44,66,2,2,6,2025-06-12,2025-07-02,2025-07-03,20,3603,0,1731.2,0.0,1731.2,397.65,345.67,No-show,
9530,119,13,68,3,11,13,2023-09-12,2023-10-09,2023-10-10,27,3276,0,3011.31,0.0,3011.31,605.16,601.79,Active,Minor scratch
9531,59,6428,43,3,10,2,2024-10-05,2024-10-13,2024-10-11,8,927,0,892.24,0.0,-892.24,642.72,618.44,No-show,
9532,42,167,34,2,2,14,2025-03-07,2025-03-24,2025-03-27,17,3728,0,1471.52,0.0,1471.52,349.11,301.01,Active,Late return
9533,10,1840,35,3,8,10,2025-01-15,2025-01-26,2025-01-24,11,2166,0,1226.83,0.0,1226.83,508.83,430.95,No-show,Early return
9534,14,7280,65,1,12,5,2023-11-20,2023-11-24,2023-11-23,4,1121,321,140.04,224.7,364.74,155.73,149.28,Cancelled,Car dirty
9535,80,7034,37,1,2,5,2023-01-12,2023-02-11,2023-02-13,30,6240,240,1050.3,168.0,1218.3,189.73,180.93,Completed,Early return
9536,41,5429,58,4,13,2,2023-07-24,2023-08-08,2023-08-09,15,530,0,2649.3,0.0,2649.3,1029.56,868.31,Completed,
9537,75,7475,5,3,2,7,2023-06-16,2023-07-14,2023-07-14,28,3527,0,3122.84,0.0,3122.84,660.46,560.95,Completed,Car dirty
9538,97,4108,8,1,5,2,2025-02-04,2025-02-16,2025-02-17,12,3261,861,420.12,602.7,1022.82,154.21,150.93,No-show,
9539,37,7757,18,3,12,3,2025-10-04,2025-10-21,2025-10-24,17,4899,0,1896.01,0.0,1896.01,575.96,469.1,Completed,
9540,95,6713,43,4,8,2,2025-02-26,2025-03-01,2025-03-04,3,867,0,529.86,0.0,529.86,1265.35,1025.93,Completed,No issues
9541,51,6632,32,2,8,11,2024-11-27,2024-12-22,2024-12-22,25,790,0,2164.0,0.0,2164.0,362.64,303.94,No-show,Minor scratch
9542,16,3012,73,2,5,9,2024-11-10,2024-12-06,2024-12-06,26,156,0,2250.56,0.0,2250.56,446.29,404.39,Active,Late return
9543,114,6269,68,2,14,14,2023-08-11,2023-08-22,2023-08-23,11,2296,0,952.16,0.0,952.16,363.73,322.78,No-show,Early return
9544,104,3986,27,4,4,4,2024-04-28,2024-05-17,2024-05-16,19,830,0,3355.78,0.0,3355.78,937.64,929.17,Active,Early return
9545,25,3031,54,3,14,10,2024-01-12,2024-01-26,2024-01-24,14,3800,0,1561.42,0.0,1561.42,600.34,381.54,Active,Late return
9546,45,578,14,2,13,4,2025-12-13,2025-12-21,2025-12-22,8,774,0,692.48,0.0,692.48,447.41,444.75,Completed,Early return
9547,119,4160,11,5,6,9,2024-07-14,2024-08-03,2024-08-02,20,1273,0,6064.0,0.0,6064.0,1563.43,1323.61,Completed,Car dirty
9548,38,7840,9,2,3,9,2024-11-24,2024-12-12,2024-12-13,18,2532,0,1558.08,0.0,1558.08,360.73,341.35,Cancelled,Car dirty
9549,115,1743,4,2,5,4,2024-06-01,2024-06-09,2024-06-07,8,1281,0,692.48,0.0,692.48,370.72,301.1,Completed,No issues
9550,118,6992,80,4,10,1,2025-10-27,2025-11-14,2025-11-15,18,1978,0,3179.16,0.0,3179.16,1037.64,995.67,Cancelled,
9551,23,6144,69,5,12,12,2023-06-03,2023-06-09,2023-06-10,6,969,0,1819.2,0.0,1819.2,1461.08,1261.41,Cancelled,No issues
9552,97,430,55,2,1,1,2025-10-21,2025-10-27,2025-10-25,6,1063,0,519.36,0.0,519.36,400.31,279.47,No-show,Car dirty
9553,59,849,68,4,4,1,2024-12-22,2025-01-19,2025-01-20,28,6278,0,4945.36,0.0,4945.36,1323.74,1166.81,No-show,Early return
9554,81,29,78,3,9,11,2024-08-12,2024-08-17,2024-08-16,5,205,0,557.65,0.0,557.65,526.45,467.1,Cancelled,Early return
9555,32,4573,2,4,3,4,2024-01-17,2024-02-07,2024-02-10,21,3415,0,3709.02,0.0,3709.02,1251.83,1196.76,No-show,
9556,113,4891,50,3,8,11,2024-08-06,2024-08-30,2024-08-28,24,5942,0,2676.72,0.0,2676.72,567.8,556.77,No-show,No issues
9557,70,6868,48,2,5,2,2023-03-21,2023-04-10,2023-04-10,20,2865,0,1731.2,0.0,1731.2,360.19,316.93,Active,Car dirty
9558,25,6725,31,2,15,15,2024-02-28,2024-03-28,2024-03-27,29,5144,0,2510.24,0.0,2510.24,322.53,278.97,Completed,
9559,63,4558,4,2,12,3,2024-03-10,2024-03-20,2024-03-22,10,2370,0,865.6,0.0,865.6,400.83,320.97,Active,No issues
9560,24,3294,19,4,3,15,2025-06-11,2025-07-06,2025-07-05,25,6609,0,4415.5,0.0,4415.5,987.73,754.72,Active,Late return
9561,111,5533,80,2,12,3,2023-02-20,2023-02-25,2023-02-27,5,597,0,432.8,0.0,432.8,451.88,373.05,No-show,
9562,94,6231,25,3,5,8,2023-02-28,2023-03-10,2023-03-10,10,759,0,1115.3,0.0,1115.3,512.79,443.66,No-show,Minor scratch
9563,34,832,5,4,11,4,2025-06-18,2025-06-24,2025-06-27,6,1397,0,1059.72,0.0,1059.72,899.68,721.99,No-show,No issues
9564,10,139,8,4,9,5,2023-09-01,2023-09-19,2023-09-17,18,1903,0,3179.16,0.0,3179.16,1039.29,841.25,No-show,
9565,45,4048,48,1,4,7,2024-04-27,2024-05-12,2024-05-15,15,2725,0,525.15,0.0,525.15,178.92,166.85,Active,Early return
9566,72,1804,60,5,15,2,2025-09-03,2025-09-10,2025-09-11,7,1386,0,2122.4,0.0,2122.4,1913.6,1613.02,No-show,Minor scratch
9567,95,3412,29,1,14,14,2024-10-15,2024-11-10,2024-11-10,26,5584,384,910.26,268.8,1179.06,160.01,128.38,No-show,No issues
9568,115,3731,46,1,8,9,2023-08-05,2023-08-25,2023-08-27,20,1104,0,700.2,0.0,700.2,198.08,162.89,Completed,
9569,45,7545,70,1,3,10,2023-02-17,2023-03-07,2023-03-10,18,4279,679,630.18,475.3,1105.48,149.77,124.68,No-show,
9570,54,326,74,5,3,8,2025-03-14,2025-03-29,2025-04-01,15,2858,0,4548.0,0.0,4548.0,1519.19,1221.39,Active,Late return
9571,34,1689,42,3,15,4,2023-05-19,2023-05-24,2023-05-25,5,807,0,557.65,0.0,557.65,626.32,526.48,Active,
9572,39,2218,53,2,1,7,2024-12-16,2025-01-01,2025-01-01,16,4518,0,1384.96,0.0,1384.96,346.13,313.17,Cancelled,Early return
9573,93,5923,26,3,8,4,2025-08-08,2025-08-22,2025-08-24,14,248,0,1561.42,0.0,1561.42,600.38,557.05,Cancelled,Early return
9574,109,6965,56,4,11,13,2025-02-17,2025-03-07,2025-03-09,18,2102,0,3179.16,0.0,3179.16,909.62,823.2,Active,Car dirty
9575,107,1035,67,3,8,13,2023-01-18,2023-02-03,2023-02-03,16,4711,0,1784.48,0.0,1784.48,642.69,608.61,Active,Car dirty
9576,108,1081,67,3,12,11,2023-07-28,2023-08-14,2023-08-17,17,2351,0,1896.01,0.0,1896.01,529.63,507.5,No-show,No issues
9577,99,2666,6,1,13,8,2025-06-02,2025-06-16,2025-06-15,14,4186,1386,490.14,970.2,1460.34,192.48,176.47,Completed,No issues
9578,36,2531,4,3,12,9,2025-11-15,2025-12-06,2025-12-06,21,4099,0,2342.13,0.0,2342.13,526.46,305.65,No-show,Late return
9579,32,1559,48,3,9,10,2024-10-01,2024-10-17,2024-10-18,16,1864,0,1784.48,0.0,1784.48,610.42,505.66,Cancelled,Car dirty
9580,75,6359,1,3,4,3,2025-06-23,2025-07-15,2025-07-14,22,2394,0,2453.66,0.0,2453.66,689.82,360.18,Completed,Minor scratch
9581,11,5701,78,5,13,3,2024-06-19,2024-06-24,2024-06-27,5,202,0,1516.0,0.0,1516.0,1975.5,1857.59,Cancelled,Late return
9582,9,2012,42,2,2,15,2025-11-25,2025-11-30,2025-11-30,5,672,0,432.8,0.0,432.8,425.98,387.92,Completed,No issues
9583,33,1782,75,2,15,4,2025-02-22,2025-02-24,2025-02-23,2,80,0,173.12,0.0,173.12,322.46,318.99,Cancelled,Minor scratch
9584,29,6903,78,2,3,13,2024-11-14,2024-12-09,2024-12-10,25,6800,0,2164.0,0.0,2164.0,427.68,358.45,Cancelled,Minor scratch
9585,108,3679,47,3,15,11,2024-10-27,2024-11-18,2024-11-17,22,2236,0,2453.66,0.0,2453.66,696.04,569.13,Active,Late return
9586,71,5167,27,5,10,3,2023-04-16,2023-05-14,2023-05-14,28,6867,0,8489.6,0.0,8489.6,1609.45,1543.61,Cancelled,Minor scratch
9587,55,7116,51,1,7,9,2024-09-27,2024-10-01,2024-10-04,4,455,0,140.04,0.0,140.04,160.1,148.86,Cancelled,No issues
9588,99,7371,25,3,2,10,2025-08-13,2025-08-22,2025-08-24,9,559,0,1003.77,0.0,1003.77,709.41,474.06,Active,Minor scratch
9589,44,768,38,2,5,6,2025-03-01,2025-03-19,2025-03-19,18,338,0,1558.08,0.0,1558.08,464.6,412.47,Cancelled,No issues
9590,115,1796,8,2,5,13,2025-11-02,2025-11-08,2025-11-11,6,1295,0,519.36,0.0,519.36,353.28,311.5,Completed,Car dirty
9591,49,5547,43,3,15,3,2025-06-11,2025-07-02,2025-07-02,21,493,0,2342.13,0.0,2342.13,506.6,502.98,No-show,Car dirty
9592,70,7607,52,2,13,11,2025-05-07,2025-05-22,2025-05-23,15,173,0,1298.4,0.0,1298.4,335.47,315.55,Cancelled,Minor scratch
9593,42,4316,4,1,13,15,2025-07-08,2025-07-15,2025-07-15,7,2006,606,245.07,424.2,669.27,198.9,175.75,No-show,Early return
9594,23,3850,27,4,9,14,2025-08-16,2025-09-11,2025-09-09,26,5563,0,4592.12,0.0,4592.12,1021.41,872.79,No-show,
9595,96,7674,71,2,8,3,2023-01-25,2023-02-17,2023-02-18,23,4576,0,1990.88,0.0,1990.88,409.16,259.82,Completed,Car dirty
9596,113,4972,45,3,2,15,2024-07-17,2024-07-23,2024-07-24,6,1397,0,669.18,0.0,-669.18,646.3,628.54,No-show,
9597,88,4603,6,4,11,2,2025-06-24,2025-06-27,2025-06-30,3,97,0,529.86,0.0,529.86,1278.56,1273.05,No-show,Car dirty
9598,51,3405,10,1,6,12,2023-12-22,2024-01-15,2024-01-17,24,5117,317,840.24,221.9,1062.14,179.95,156.49,Completed,Early return
9599,100,5287,76,5,10,3,2023-12-16,2023-12-18,2023-12-20,2,159,0,606.4,0.0,606.4,1852.8,1774.17,Cancelled,Car dirty
9600,64,7890,23,5,5,1,2024-09-17,2024-09-27,2024-09-26,10,1896,0,3032.0,0.0,3032.0,2011.89,1691.87,Cancelled,Minor scratch
9601,86,3605,65,5,5,15,2023-01-21,2023-02-18,2023-02-20,28,3557,0,8489.6,0.0,8489.6,1520.12,1404.58,No-show,Minor scratch
9602,52,6787,56,2,1,2,2024-07-23,2024-08-20,2024-08-20,28,4258,0,2423.68,0.0,2423.68,383.46,345.89,Cancelled,Minor scratch
9603,110,7279,1,1,2,13,2025-04-10,2025-05-09,2025-05-12,29,3305,0,1015.29,0.0,1015.29,155.24,143.9,No-show,Early return
9604,9,4622,6,5,6,2,2024-08-14,2024-09-07,2024-09-07,24,5970,0,7276.8,0.0,7276.8,1770.41,1718.79,Cancelled,No issues
9605,63,2412,22,3,11,15,2025-09-04,2025-09-23,2025-09-21,19,597,0,2119.07,0.0,2119.07,639.47,382.43,No-show,
9606,76,4625,66,1,9,12,2024-04-10,2024-04-12,2024-04-11,2,325,0,70.02,0.0,70.02,157.13,156.75,Cancelled,Minor scratch
9607,16,7287,49,3,9,3,2024-05-15,2024-05-28,2024-05-29,13,1834,0,1449.89,0.0,1449.89,677.51,591.86,Active,Car dirty
9608,14,2365,75,1,14,5,2024-07-08,2024-08-02,2024-08-04,25,3615,0,875.25,0.0,875.25,203.84,188.38,No-show,Late return
9609,103,1232,60,2,2,4,2025-09-02,2025-09-03,2025-09-05,1,143,0,86.56,0.0,86.56,431.33,352.02,Completed,
9610,11,6312,15,3,6,14,2025-12-22,2026-01-06,2026-01-09,15,1220,0,1672.95,0.0,1672.95,510.17,499.97,Cancelled,No issues
9611,74,6111,57,5,13,11,2024-08-19,2024-08-26,2024-08-24,7,1695,0,2122.4,0.0,2122.4,1868.22,1632.98,Active,Minor scratch
9612,24,7081,8,1,4,10,2024-10-24,2024-10-28,2024-10-27,4,388,0,140.04,0.0,140.04,194.53,172.8,Active,Early return
9613,80,4099,14,3,3,1,2025-04-06,2025-04-28,2025-05-01,22,5306,0,2453.66,0.0,2453.66,587.33,474.8,Completed,
9614,72,961,42,1,3,8,2024-01-10,2024-02-02,2024-02-01,23,5828,1228,805.23,859.6,1664.83,153.96,124.37,Completed,Late return
9615,31,5850,34,2,8,8,2023-10-14,2023-10-20,2023-10-18,6,1565,0,519.36,0.0,519.36,431.61,356.08,Active,Early return
9616,83,5218,48,2,1,11,2025-05-05,2025-05-07,2025-05-08,2,132,0,173.12,0.0,173.12,466.17,435.85,Completed,Early return
9617,110,1456,53,2,3,5,2024-12-13,2024-12-19,2024-12-17,6,456,0,519.36,0.0,519.36,364.94,319.41,Cancelled,No issues
9618,110,864,23,5,11,4,2025-04-21,2025-05-10,2025-05-08,19,3780,0,5760.8,0.0,5760.8,1722.02,1384.78,Completed,Car dirty
9619,59,6245,25,4,13,13,2024-06-16,2024-07-04,2024-07-02,18,1434,0,3179.16,0.0,3179.16,1136.4,1039.03,Completed,No issues
9620,1,7110,60,4,8,10,2023-09-02,2023-09-06,2023-09-09,4,1062,0,706.48,0.0,706.48,1224.51,1171.96,Active,Late return
9621,77,6751,15,3,2,9,2025-02-27,2025-03-28,2025-03-29,29,7922,0,3234.37,0.0,3234.37,546.44,540.09,No-show,Minor scratch
9622,105,3165,37,1,2,15,2024-11-16,2024-12-06,2024-12-08,20,1758,0,700.2,0.0,700.2,184.75,181.38,Active,Early return
9623,7,2438,73,4,11,12,2025-01-07,2025-01-09,2025-01-08,2,235,0,353.24,0.0,353.24,1321.67,835.9,Active,Late return
9624,3,909,74,1,3,3,2024-03-04,2024-03-31,2024-03-30,27,2761,0,945.27,0.0,945.27,170.8,140.72,Active,Late return
9625,61,4483,57,1,14,2,2025-06-04,2025-07-03,2025-07-01,29,4905,0,1015.29,0.0,1015.29,168.32,134.86,Cancelled,Car dirty
9626,106,5440,50,2,5,7,2025-11-05,2025-11-16,2025-11-19,11,2100,0,952.16,0.0,952.16,429.97,423.64,Cancelled,Late return
9627,25,5927,45,2,3,13,2024-03-09,2024-03-15,2024-03-17,6,1772,0,519.36,0.0,519.36,435.48,319.38,No-show,Early return
9628,58,450,66,4,6,2,2025-09-25,2025-10-10,2025-10-12,15,4251,0,2649.3,0.0,2649.3,1331.03,1094.67,Completed,Late return
9629,66,1767,14,2,15,6,2025-04-28,2025-05-21,2025-05-20,23,1085,0,1990.88,0.0,1990.88,407.56,312.25,Active,Minor scratch
9630,54,2325,46,2,9,1,2023-02-16,2023-03-06,2023-03-09,18,5068,0,1558.08,0.0,1558.08,388.19,334.6,Completed,Late return
9631,113,388,57,3,9,12,2025-11-14,2025-12-04,2025-12-02,20,4859,0,2230.6,0.0,2230.6,625.41,592.82,Completed,Car dirty
9632,18,6395,44,2,15,15,2024-07-10,2024-07-11,2024-07-13,1,296,0,86.56,0.0,86.56,325.79,250.76,No-show,Late return
9633,26,6036,27,2,10,8,2023-05-21,2023-06-20,2023-06-22,30,8446,0,2596.8,0.0,2596.8,451.54,411.94,Completed,Car dirty
9634,101,2754,55,5,8,11,2025-06-12,2025-07-11,2025-07-11,29,699,0,8792.8,0.0,8792.8,2001.61,1871.41,Active,Early return
9635,62,4767,2,5,10,6,2025-11-23,2025-11-28,2025-11-30,5,1013,0,1516.0,0.0,1516.0,1498.44,1473.43,No-show,Late return
9636,116,3822,60,2,4,8,2025-04-03,2025-04-23,2025-04-23,20,266,0,1731.2,0.0,1731.2,466.49,395.13,Active,Early return
9637,99,3402,9,2,7,3,2025-10-20,2025-11-15,2025-11-13,26,4604,0,2250.56,0.0,2250.56,413.61,376.04,Cancelled,
9638,113,6872,49,1,6,11,2024-07-02,2024-07-08,2024-07-08,6,1434,234,210.06,163.8,373.86,174.27,142.87,Completed,Late return
9639,58,1742,62,2,14,13,2024-08-27,2024-09-26,2024-09-25,30,1134,0,2596.8,0.0,2596.8,443.49,380.13,Active,Early return
9640,25,7176,55,5,7,6,2025-11-08,2025-11-14,2025-11-17,6,269,0,1819.2,0.0,1819.2,1641.57,1545.34,Completed,
9641,50,7960,2,1,1,8,2023-02-16,2023-03-16,2023-03-18,28,7720,2120,980.28,1484.0,2464.28,172.72,170.41,No-show,
9642,102,1642,71,4,5,1,2025-02-04,2025-02-27,2025-02-26,23,5206,0,4062.26,0.0,4062.26,1169.12,1010.1,Completed,Minor scratch
9643,73,507,74,4,13,12,2025-03-04,2025-04-01,2025-03-31,28,3921,0,4945.36,0.0,4945.36,1019.18,914.41,Cancelled,Early return
9644,20,6139,80,4,1,12,2023-09-27,2023-10-02,2023-10-02,5,1013,0,883.1,0.0,883.1,1124.91,926.89,Cancelled,
9645,92,2489,28,2,15,14,2023-08-05,2023-09-02,2023-09-05,28,82,0,2423.68,0.0,2423.68,321.78,249.43,Active,Car dirty
9646,120,4928,61,4,9,11,2024-09-28,2024-10-27,2024-10-27,29,8309,0,5121.98,0.0,5121.98,950.38,887.61,Cancelled,No issues
9647,62,3434,28,5,9,13,2024-05-09,2024-05-22,2024-05-23,13,2674,0,3941.6,0.0,3941.6,1623.79,1588.14,Active,No issues
9648,8,240,48,2,3,1,2024-02-02,2024-02-16,2024-02-18,14,1262,0,1211.84,0.0,1211.84,323.39,275.75,Completed,Car dirty
9649,22,6935,35,3,15,1,2025-12-16,2025-12-20,2025-12-22,4,881,0,446.12,0.0,446.12,495.1,467.77,Active,Minor scratch
9650,100,5187,56,5,4,3,2025-07-09,2025-07-18,2025-07-20,9,2363,0,2728.8,0.0,2728.8,1853.84,1499.25,No-show,Minor scratch
9651,63,852,73,2,15,11,2025-06-19,2025-06-25,2025-06-26,6,864,0,519.36,0.0,519.36,470.47,308.54,Active,Car dirty
9652,30,3747,16,1,9,8,2024-09-15,2024-10-15,2024-10-16,30,1980,0,1050.3,0.0,1050.3,170.24,153.23,Cancelled,Early return
9653,62,6297,21,4,14,2,2025-08-03,2025-09-02,2025-09-01,30,4797,0,5298.6,0.0,5298.6,1033.82,929.28,Cancelled,Minor scratch
9654,18,971,61,1,15,2,2023-09-25,2023-09-29,2023-09-30,4,157,0,140.04,0.0,140.04,146.73,124.7,Active,Late return
9655,57,1729,6,5,11,10,2024-01-11,2024-01-31,2024-02-02,20,2453,0,6064.0,0.0,6064.0,1617.15,1525.47,Completed,Early return
9656,116,7035,45,2,6,2,2024-04-15,2024-05-12,2024-05-11,27,4035,0,2337.12,0.0,2337.12,358.69,318.32,Active,
9657,61,5771,60,5,2,12,2025-03-10,2025-03-15,2025-03-17,5,979,0,1516.0,0.0,1516.0,1668.04,1341.15,No-show,Car dirty
9658,30,1260,50,5,14,12,2025-01-17,2025-01-29,2025-01-29,12,547,0,3638.4,0.0,3638.4,1428.47,1418.45,No-show,
9659,22,1886,65,4,11,9,2023-06-20,2023-06-30,2023-07-02,10,620,0,1766.2,0.0,1766.2,1234.0,1159.5,No-show,No issues
9660,94,668,20,4,2,15,2025-03-21,2025-03-31,2025-04-01,10,571,0,1766.2,0.0,1766.2,1277.05,1264.4,Active,Minor scratch
9661,114,1075,10,4,1,15,2024-10-09,2024-10-20,2024-10-23,11,2358,0,1942.82,0.0,1942.82,1006.43,924.29,Active,No issues
9662,86,7107,67,4,13,12,2023-01-18,2023-02-13,2023-02-11,26,6251,0,4592.12,0.0,4592.12,891.47,863.69,Cancelled,Car dirty
9663,1,4554,40,5,5,1,2025-01-28,2025-02-21,2025-02-20,24,2833,0,7276.8,0.0,7276.8,2002.17,1661.79,Completed,Minor scratch
9664,52,4814,13,5,4,3,2023-02-22,2023-03-20,2023-03-19,26,3908,0,7883.2,0.0,7883.2,1544.53,784.39,Completed,Car dirty
9665,70,7414,67,5,4,2,2025-02-28,2025-03-19,2025-03-20,19,513,0,5760.8,0.0,5760.8,1776.29,1558.66,No-show,No issues
9666,15,3407,44,1,10,13,2025-07-25,2025-08-09,2025-08-12,15,1828,0,525.15,0.0,525.15,198.21,186.36,Active,Minor scratch
9667,118,2310,23,3,6,9,2025-07-08,2025-07-20,2025-07-19,12,1530,0,1338.36,0.0,1338.36,583.32,510.22,No-show,Late return
9668,68,7086,35,4,8,15,2024-08-05,2024-08-28,2024-08-30,23,4879,0,4062.26,0.0,4062.26,1113.22,1080.9,Cancelled,Minor scratch
